FAMILIA;VHLO;CONDUCTOR;FAMILIA AVERIA;DEFICIENCIAS DETECTADAS;DESCRIPCIÓN AVERIA;FOTO;FECHA AVISO;FECHA DISTINTA AVISO;TURNO;Nº AVISO;AVISO CREADO SI / NO;ORIGEN AVISO;TIPO ORDEN
MOTOCARROS;1814;;MOTOR;BATERIA;1814-PN-SE QUEDA SIN BATERÍA PRONTO;NO;11/02/2026;;M;6000829784;SI;P. NORTE;
MOTOCARROS;1850;;CABINA;LUNA / CRISTAL;1850.TN-CRITAL ROTO POR ROBO;NO;11/02/2026;;M;6000829686;SI;P. TORNEO;
BRIGADAS;466;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;466-PN-RUEDA TRASERA DRCH E IZQU. PIMCHA;NO;11/02/2026;;N;6000829785;SI;P. TORNEO;
BRIGADAS;466;;LUCES;LUZ CABINA;466-PN LUZ DE CABINA IZDA. NO FUNCIONA;NO;11/02/2026;;M;6000829815;SI;P. NORTE;
BRIGADAS;466;;LUCES;LUZ CABINA;466-PN-LUZ CABINA IZQ NO FUNCIONA;NO;11/02/2026;;M;6000829817;SI;P. NORTE;
BRIGADAS;467;;RUEDAS ;RUEDA GASTADA;467 PT. NEUMATICOS DEL. GASTADOS;NO;11/02/2026;;M;6000829846;SI;P. TORNEO;
BARREDORA MEDIANA;545;;SISTEMA;CEPILLO;545.TN-CEPILLOS CORTOS;NO;11/02/2026;;N;6000829672;SI;P. TORNEO;
BARREDORA MEDIANA;546;;SISTEMA;CEPILLO;546.TN-CEPILLOS CORTOS;NO;11/02/2026;;N;6000829673;SI;P. TORNEO;
BARREDORA MEDIANA;548;;SISTEMA;CEPILLO;548.TN-CEPILLOS CORTOS;NO;11/02/2026;;N;6000829674;SI;P. TORNEO;
BARREDORA MEDIANA;549;;SISTEMA;CEPILLO;549.TN-CEPILLOS GASTADOS;NO;11/02/2026;;N;6000829675;SI;P. TORNEO;
BARREDORA MEDIANA;555;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;555 PT. PINCHADA;NO;11/02/2026;;M;6000829860;SI;P. TORNEO;
BARREDORA MEDIANA;559;;MOTOR;LIMITADO DE VELOCIDAD;559 PT. ATASCADA;NO;11/02/2026;;M;6000829851;SI;P. TORNEO;
BALDEADORA;635;;LUCES;GOLPE / ROTURA;635-PN-PILOTO INTERMITENTE DRCH ROTO;NO;11/02/2026;;M;6000829818;SI;P. NORTE;
BALDEADORA;650;;SISTEMA;CARRETE / PERTIGA / PISTOLA;650.TN-CARRETE DURO;NO;11/02/2026;;N;6000829676;SI;P. TORNEO;
BALDEADORA;650;;SISTEMA;CARRETE / PERTIGA / PISTOLA;650.TN-PERDIDA DE AGUA POR CARRETE;NO;11/02/2026;;N;6000829695;SI;P. TORNEO;
BALDEADORA ALTA PRES.;979;;SISTEMA;BOMBA AGUA BALDEO;979.TN-NO ENTRA EQUIPO;NO;11/02/2026;;N;6000829677;SI;P. TORNEO;
BRIGADAS;406;;LUCES;FALLO VARIAS LUCES;PSP-406 VARIAS LUCES/FUSIBLES FUNDIDOS;NO;11/02/2026;;M;6000829790;SI;P. ESTE;
BARREDORA PEQUEÑA ;596;;SISTEMA;CEPILLO;596-P.E CAMBIAR CEPILLOS;NO;11/02/2026;;M;6000829775;SI;P. ESTE;
TURISMOS / FURGONETAS;1038;;RUEDAS ;RUEDA GASTADA;1038. LOS 4 NEUMÁTICOS EN MAL ESTADO;NO;11/02/2026;;M;6000829871;SI;P. ESTE;
BRIGADAS;1400;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1400-P.E FALTA BARANDILLA;NO;11/02/2026;;M;6000829795;SI;P. ESTE;
BRIGADAS;1412;;MOTOR;MOTOR AVERIA;1412 PE SE PARA EN CADA SEMAFORO;NO;11/02/2026;;M;6000829733;SI;P. ESTE;
BRIGADAS;1422;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1422. RUEDA DELANTERA DERECHA PINCHADA;NO;11/02/2026;;M;6000829845;SI;P. ESTE;
BARREDORA MEDIANA;1548;;SISTEMA;CEPILLO;1548.TN-CEPILLO CORTO;NO;11/02/2026;;N;6000829683;SI;P. TORNEO;
BARREDORA MEDIANA;1564;;SISTEMA;NO DESCARGA / NO BASCULA;1564-P.E MAQUINA NO DESCARGA;NO;11/02/2026;;M;6000829732;SI;P. ESTE;
BARREDORA MEDIANA;1564;;SISTEMA;CEPILLO;1564-P.E CEPILLOS LEVEMENTE INCLINADOS;NO;11/02/2026;;M;6000829735;SI;P. ESTE;
BARREDORA MEDIANA;1564;;SISTEMA;BOQUILLA HUMECTACIÓN;1564-P.E DIFUSOR DE AGUA SUELTO;NO;11/02/2026;;M;6000829814;SI;P. ESTE;
BARREDORA MEDIANA;1566;;CABINA;PUERTA;1566-P.E SENSOR PUERTA IZQ. NO FUNCIONA;NO;11/02/2026;;M;6000829768;SI;P. ESTE;
BALDEADORA ALTA PRES.;1642;;MOTOR;TESTIGO EN CUADRO;1642.TN-TESTIGO EN CUADRO;NO;11/02/2026;;N;6000829684;SI;P. TORNEO;
BALDEADORA ALTA PRES.;1642;;MOTOR;MOTOR SE CALIENTA;1642.TN-SE CALIENTA;NO;11/02/2026;;N;6000829685;SI;P. TORNEO;
BALDEADORA ALTA PRES.;1642;;LUCES;LUZ MATRÍCULA;1642-P.E-LUZ DE MATRICULA NO VA;NO;11/02/2026;;M;6000829825;SI;P. ESTE;
BALDEADORA ALTA PRES.;1644;;;;1646.TN-PERDIDA DE AGUA;NO;11/02/2026;;N;6000829680;SI;P. TORNEO;
MOTOCARROS;1823;;SISTEMA;NO DESCARGA / NO BASCULA;1823. NO BASCULA INCLUSO CON POCO PESO;NO;11/02/2026;;M;6000829868;SI;P. ESTE;
MOTOCARROS;1857;;MOTOR;NO ARRANCA;1857-P.E NO ARRANCA;NO;11/02/2026;;M;6000829788;SI;P. ESTE;
BRIGADAS;453;;LUCES;FALLO VARIAS LUCES;453.TN-FALLO LUCES;NO;11/02/2026;;N;6000829682;SI;P. TORNEO;
BRIGADAS;453;;CABINA;HOROMETRO ;453 PE NO TIENE HOROMETRO;NO;11/02/2026;;M;6000829730;SI;P. ESTE;
BRIGADAS;453;;CABINA;SALPICADERO;453 PE SALPICADERO ROTO;NO;11/02/2026;;M;6000829731;SI;P. ESTE;
BRIGADAS;459;;MOTOR;PERDIDA ACEITE MOTOR;459 PE PIERDE UN POCO DE ACEITE;NO;11/02/2026;;M;6000829729;SI;P. ESTE;
BARREDORA MEDIANA;536;;MOTOR;MOTOR SE CALIENTA;536.TN-SE CALIENTA;NO;11/02/2026;;N;6000829681;SI;P. TORNEO;
BARREDORA MEDIANA;536;;SISTEMA;CEPILLO;536.TN-AJUSTAR CEPILLOS;NO;11/02/2026;;N;6000829687;SI;P. TORNEO;
BARREDORA MEDIANA;536;;HIDRAULICA;PERDIDA DE HIDRÁULICO;536-P.E PERDIDA DE HIDRAULICO;NO;11/02/2026;;M;6000829742;SI;P. ESTE;
BARREDORA MEDIANA;540;;CARROCERIA;NO CIERRA PORTÓN;540-P.E PORTON NO CIERRA;NO;11/02/2026;;M;6000829738;SI;P. ESTE;
BRIGADAS;401;;HIDRAULICA;PERDIDA DE HIDRÁULICO;401.DEPOSITO HIDRAULICO ROTO;NO;11/02/2026;;M;6000829789;SI;P. PRINCIPES;
BRIGADAS;402;;LUCES;POSICIÓN;402 PILOTO TRASE DERECH POSICION NO FUNC;NO;11/02/2026;;M;6000829715;SI;P. PRINCIPES;
BARREDORA PEQUEÑA ;599;;SISTEMA;CEPILLO;599-PP.LOS CEPILLOS NI SUBEN NI BAJAN NI;NO;11/02/2026;;M;6000829824;SI;P. PRINCIPES;
MOTOCARROS;822;;MOTOR;TESTIGO EN CUADRO;822 TESTIGO CHECK ENCENDIDO;NO;11/02/2026;;M;6000829712;SI;P. PRINCIPES;
MOTOCARROS;822;;MOTOR;LIMITADO DE VELOCIDAD;822 FALTA POTENCIA;NO;11/02/2026;;M;6000829713;SI;P. PRINCIPES;
MOTOCARROS;930;;CABINA;LUNA / CRISTAL;930-PP.CRISTAL PUERTA DERECHA NI CIERRA;NO;11/02/2026;;M;6000829699;SI;P. PRINCIPES;
MOTOCARROS;930;;CABINA;MONITOR / PANTALLA;930-PP.CAMARA NO SE VE;NO;11/02/2026;;M;6000829700;SI;P. PRINCIPES;
MOTOCARROS;930;;CABINA;LIMPIAPARABRISAS;930-PP.LIMPIAPARABRISAS EN MAL ESTADO;NO;11/02/2026;;M;6000829787;SI;P. PRINCIPES;
BRIGADAS;1407;;LUCES;FOCO TRABAJO ;1407 FOCO TRABAJO FUNDIDO;NO;11/02/2026;;M;6000829719;SI;P. PRINCIPES;
BRIGADAS;1410;;LUCES;FALLO VARIAS LUCES;1410-PP.LUZ IZQUIERDA FUNDIDA PARAGOLPE;NO;11/02/2026;;M;6000829820;SI;P. PRINCIPES;
BARREDORA MEDIANA;1534;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;GOLPE EN ESCAPE;NO;11/02/2026;;M;6000829858;SI;P. PRINCIPES;
BARREDORA MEDIANA;1534;;CABINA;ASIENTO;1534 ASIENTO CONDUCTOR MAL ESTADO;NO;11/02/2026;;M;6000829721;SI;P. PRINCIPES;
BARREDORA MEDIANA;1534;;LUCES;PILOTO;1534 TULIPA PILO TRASERO ROTO Y FUNDIDO;NO;11/02/2026;;M;6000829722;SI;P. PRINCIPES;
BARREDORA MEDIANA;1536;;SISTEMA;TURBINA ASPIRACIÓN;1536 NO ASPIRA;NO;11/02/2026;;M;6000829740;SI;P. PRINCIPES;
BARREDORA MEDIANA;1555;;LUCES;CRUCE / LARGA;1555-PP.LUZ CRUCE IZQUIERDA FUNDIDA;NO;11/02/2026;;M;6000829702;SI;P. PRINCIPES;
MOTOCARROS;1843;;CABINA;CINTURÓN / AIRBAG;1843 TESTIGO CINTURON ENCENDIDO;NO;11/02/2026;;M;6000829718;SI;P. PRINCIPES;
MOTOCARROS;1846;;MOTOR;TAPÓN DE GASOIL;1846 TAPON GASOLINA NO CIERRA;NO;11/02/2026;;M;6000829707;SI;P. PRINCIPES;
MOTOCARROS;1846;;LUCES;FARO;1846 FARO IZQ NO FUNCIONA;NO;11/02/2026;;M;6000829720;SI;P. PRINCIPES;
BRIGADAS;433;;MOTOR;TESTIGO EN CUADRO;433-PP.TESTIGO EDC ENCENDIDO EN CUADRO;NO;11/02/2026;;M;6000829701;SI;P. PRINCIPES;
BARREDORA MEDIANA;537;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;537 SOLTADO LATERAL IZQU MAQUINA;NO;11/02/2026;;M;6000829796;SI;P. PRINCIPES;
BARREDORA MEDIANA;558;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;558 ARAÑAZO PARTE IZQUIER LATERAL;NO;11/02/2026;;M;6000829716;SI;P. PRINCIPES;
BARREDORA MEDIANA;571;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;571 RUEDA DELANTERA PINCHADA;NO;11/02/2026;;M;6000829705;SI;P. PRINCIPES;
BARREDORA MEDIANA;571;;LUCES;GALIBO;571 GALIBO TRASERO MAL;NO;11/02/2026;;M;6000829708;SI;P. PRINCIPES;
BARREDORA MEDIANA;571;;SISTEMA;BOCA ASPIRACIÓN;571 NO ASPIRA BIEN;NO;11/02/2026;;M;6000829709;SI;P. PRINCIPES;
BARREDORA MEDIANA;571;;LUCES;INTERMITENTE;571 INTER DELANTERO DERECHO;NO;11/02/2026;;M;6000829710;SI;P. PRINCIPES;
BARREDORA MEDIANA;571;;CABINA;LIMPIAPARABRISAS;571 ESCOBILLA DERECHA ROTA;NO;11/02/2026;;M;6000829797;SI;P. PRINCIPES;
BARREDORA MEDIANA;572;;MOTOR;TESTIGO EN CUADRO;572 TESTIGO CHECK ENCENDIDO;NO;11/02/2026;;M;6000829714;SI;P. PRINCIPES;
HIDROLIMPIADORES;759;;LUCES;INTERMITENTE;759 IINTER IZQUIERDO ROTO;NO;11/02/2026;;M;6000829711;SI;P. PRINCIPES;
MOTOCARROS;865;;CABINA;CLUSTER / CUADRO;865-PP.CUENTAKILOMETROS NO FUNCIONA;NO;11/02/2026;;M;6000829822;SI;P. PRINCIPES;
MOTOCARROS;865;;CABINA;CLUSTER / CUADRO;865-PP.VELOCIMETRO NO FUNCIONA;NO;11/02/2026;;M;6000829823;SI;P. PRINCIPES;
MOTOCARROS;922;;CABINA;HOROMETRO ;922 HOROMETRO NO FUNCIONA;NO;11/02/2026;;M;6000829717;SI;P. PRINCIPES;
MOTOCARROS;923;;CABINA;ESPEJO / RETROVISOR;923 RETROVISOR DERECHO ASTILLADO;NO;11/02/2026;;M;6000829706;SI;P. PRINCIPES;
BARREDORA MEDIANA;BARR. MED. ASP. SIN PÉRTIGA;;;;ADM_COMPROBACION DE 8 INYECTORES;NO;11/02/2026;;M;6000829786;SI;P. PRINCIPES;
;1082;ACOSTA;DIRECCIÓN;NIVEL LIQUIDO DIRECCIÓN;NO TIENE LIQUIDO DE DIRECCION;NO;10/02/2026;;T;6000829617;SI;P. TORNEO;L06
BRIGADAS;1713;CARMEN P;SISTEMA;MOTOR AUXILIAR;EQUIPO SIN CARGA;NO;10/02/2026;;T;6000829618;SI;P. TORNEO;L06
BALDEADORA;606;GONZALEZ;LUCES;INTERMITENTE;PILOTO INTERMITENTE DELANTERO DERECHO ROTO;NO;10/02/2026;;T;6000829619;SI;P. TORNEO;L06
HIDROLIMPIADORES;976;LOPEZ GARCIA;SISTEMA;MOTOR AUXILIAR;MOTOR AUXILIAR SIN PRESION. FALLO;NO;10/02/2026;;T;6000829620;SI;P. TORNEO;L06
HIDROLIMPIADORES;1710;CARMEN P;SISTEMA;MOTOR AUXILIAR;EQUIPO SIN CARGA;NO;10/02/2026;;T;6000829621;SI;P. TORNEO;L06
BARREDORA MEDIA ASPIRASIÓN;551;RAMOS;SISTEMA;CEPILLO;CEPILLOS GASTADOS;NO;10/02/2026;;M;6000829461;SI;P. TORNEO;L06
BRIGADAS;407;LORCA;MOTOR;MOTOR DE ARRANQUE;NO ARRANCA;NO;10/02/2026;;M;6000829462;SI;P. TORNEO;L06
BARREDORA MEDIA ASPIRASIÓN;550;MIRIAM;SISTEMA;FILTRO CAJA SUCIO;LIMPIEZA DE FILTRO;NO;10/02/2026;;M;6000829517;SI;P. TORNEO;L06
MOTOCARRO BIPLAZA;1838;REGUERA;CARROCERIA;CAJA;MANETA PATAS TRASERA ROTA;NO;10/02/2026;;M;6000829522;SI;P. TORNEO;L06
MOTOCARRO BIPLAZA;1839;VAZQUEZ;CARROCERIA;CAJA;ANILLA DE PATA DERECHA ROTA;NO;10/02/2026;;M;6000829567;SI;P. TORNEO;L06
BRIGADAS;407;LORCA;CABINA;MONITOR / PANTALLA;CÁMARA TRASERA SIN SEÑAL;NO;10/02/2026;;M;6000829579;SI;P. TORNEO;L06
MOTOCARRO BIPLAZA;1833;SANCHEZ;CARROCERIA;CHAPA;CHAPA TRASERA ABOLLADA;NO;10/02/2026;;M;6000829591;SI;P. TORNEO;L05
BARREDORA MEDIA ASPIRASIÓN;551;BAUTISTA;LUCES;FRENO;PILOTO MARCHA ATRAS ROTO;NO;10/02/2026;;M;6000829593;SI;P. TORNEO;L06
BARREDORA MEDIA ASPIRASIÓN;1562;SAENZ LEAL;CABINA;BOTONERA;PALANCA BOTONERA CEPILLOS ROTA;NO;10/02/2026;;M;6000829594;SI;P. TORNEO;L06
MOTOCARRO BIPLAZA;1832;GALAN;CARROCERIA;CAJA;AVERIA EN PATA DERECHA;NO;10/02/2026;;M;6000829595;SI;P. TORNEO;L06
BRIGADAS;407;LORCA;CABINA;CLUSTER / CUADRO;NO TIENE CLAXON;NO;10/02/2026;;M;6000829596;SI;P. TORNEO;L06
BALDEADORA ALTA PRES.;1646;;LUCES;POSICIÓN;1646.TN-LUZ POS. TRASERA DER NO FUNCIONA;NO;10/02/2026;;N;6000829438;SI;P. TORNEO;L06
BARREDORA MEDIANA;546;;SISTEMA;CARRETE / PERTIGA / PISTOLA;546.TN-PERTIGAS PETARDEAN;NO;10/02/2026;;N;6000829430;SI;P. TORNEO;L06
BARREDORA MEDIANA;546;;SISTEMA;CIRCUITO AGUA;546.TN-FALLO HUMECTACION;NO;10/02/2026;;N;6000829429;SI;P. TORNEO;L06
BARREDORA MEDIANA;548;;SISTEMA;HUMECTACIÓN;548.TN-FALLO HUMECTACION;NO;10/02/2026;;N;6000829432;SI;P. TORNEO;L06
BARREDORA MEDIANA;548;;SISTEMA;PISTOLA;548.TN-PERDIDA AGUA PISTOLAS;NO;10/02/2026;;N;6000829433;SI;P. TORNEO;L06
BARREDORA MEDIANA;549;;SISTEMA;CARRETE / PERTIGA / PISTOLA;549.TN-SIN PRESION EN PERTIGAS;NO;10/02/2026;;N;6000829434;SI;P. TORNEO;L06
BARREDORA MEDIANA;549;;SISTEMA;CEPILLO;549.TN-AJUSTAR CEPILLOS;NO;10/02/2026;;N;6000829435;SI;P. TORNEO;L06
BARREDORA MEDIANA;556;;SISTEMA;CEPILLO;556.TN-CEPILLOS GASTADOS;NO;10/02/2026;;N;6000829444;SI;P. TORNEO;L06
BARREDORA MEDIANA;556;;SISTEMA;CEPILLO;556.TN-CEPILLOS NO BAJAN;NO;10/02/2026;;N;6000829448;SI;P. TORNEO;L06
BALDEADORA;604;;MOTOR;MOTOR AVERIA;604.TN-MOTOR AUXILIAR NO ACELERA;NO;10/02/2026;;N;6000829436;SI;P. TORNEO;L06
BALDEADORA;623;;CABINA;CERRADURA / LLAVE;623.TN-PUERTA COPILOTO SE ABRE SOLA;NO;10/02/2026;;N;6000829454;SI;P. TORNEO;L05
HIDROLIMPIADORES;753;;MOTOR;NIVEL REFRIGERANTE;753-P.E NIVEL BAJO DE L. REGRIGERANTE;NO;10/02/2026;;N;6000829477;SI;P. TORNEO;
BARREDORA MEDIANA;1541;;MOTOR;AD-BLUE;1541.TN-AFORADOR AD-BLUE NO MARCA;NO;10/02/2026;;N;6000829441;SI;P. TORNEO;
BARREDORA MEDIANA;1541;;LUCES;LUZ MATRÍCULA;1541.TN-MATRICULA TRASERA NO SE VE;NO;10/02/2026;;N;6000829442;SI;P. TORNEO;
BARREDORA MEDIANA;1546;;LUCES;POSICIÓN;1546.TN-LUZ POS. TRASERA DER NO FUNCIONA;NO;10/02/2026;;N;6000829439;SI;P. TORNEO;
BARREDORA MEDIANA;1546;;LUCES;LUZ MATRÍCULA;1546.TN-LUZ M.A. NO FUNCIONA;NO;10/02/2026;;N;6000829440;SI;P. TORNEO;
BARREDORA MEDIANA;1564;;SISTEMA;CEPILLO;1564.TN-CEPILLOS GASTADOS;NO;10/02/2026;;N;6000829437;SI;P. TORNEO;
BARREDORA MEDIANA;1566;;LUCES;FALLO VARIAS LUCES;1566-P.E PILOTOS LATERALES NO FUNCIONAN;NO;10/02/2026;;M;6000829481;SI;P. ESTE;
BARREDORA PEQUEÑA ;1592;;CABINA;LUNA / CRISTAL;1592-P.E PARABRISAS ROTO;NO;10/02/2026;;M;6000829483;SI;P. ESTE;
BARREDORA PEQUEÑA ;1592;;CABINA;ESPEJO / RETROVISOR;1592-P.E RETROVISOR IZQ. ROTO;NO;10/02/2026;;M;6000829484;SI;P. ESTE;
BARREDORA MEDIANA;541;;SISTEMA;TAILGATE / PORTÓN;541.TN-NO CIERRA PORTON TRASERO;NO;10/02/2026;;N;6000829443;SI;P. TORNEO;
BRIGADAS;401;;LUCES;CRUCE / LARGA;401 LUZ CRUCE LAS DOS FUNDIDAS;NO;10/02/2026;;M;6000829475;SI;P. PRINCIPES;
BRIGADAS;401;;CABINA;ELEVALUNAS;401 ELEVALUNAS DERECHO NO FUNCIONA;NO;10/02/2026;;M;6000829476;SI;P. PRINCIPES;
BRIGADAS;401;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;401 CAJA CARGA COMPLETAMENTE DESTROZADA;NO;10/02/2026;;M;6000829478;SI;P. PRINCIPES;
BRIGADAS;403;;LUCES;CRUCE / LARGA;403 LUZ DIURNA DEECHA FUNDIDA;NO;10/02/2026;;M;6000829482;SI;P. PRINCIPES;
MOTOCARROS;827;;CABINA;ELEVALUNAS;827 ELEVALUNAS DERECHO NO FUNCIONA;NO;10/02/2026;;M;6000829471;SI;P. PRINCIPES;
MOTOCARROS;827;;SISTEMA;NO DESCARGA / NO BASCULA;827 NO BASCULA;NO;10/02/2026;;M;6000829472;SI;P. PRINCIPES;
MOTOCARROS;827;;;;827 PITIDO EN CABINA;NO;10/02/2026;;M;6000829474;SI;P. PRINCIPES;
MOTOCARROS;920;;MOTOR;NO ARRANCA;920-PP.SE HA PARADO Y NO DESPLAZA;NO;10/02/2026;;M;6000829473;SI;P. PRINCIPES;
BARREDORA MEDIANA;1534;;SISTEMA;CEPILLO;1534 CEPILLOS CORTOS;NO;10/02/2026;;M;6000829459;SI;P. PRINCIPES;
BARREDORA MEDIANA;1536;;LUCES;POSICIÓN;1536 LUZ POSICION TRASERA DERECHA;NO;10/02/2026;;M;6000829479;SI;P. PRINCIPES;
BARREDORA MEDIANA;1536;;;;1536 SEÑAL ACUS MARCHA ATRAS NO FUNCIONA;NO;10/02/2026;;M;6000829480;SI;P. PRINCIPES;
Limpiezas y Servicios Esp. P.Transf.;455;;LUCES;INTERMITENTE;455-PP.INTERMITENTE DELANTERO DERECHO NO;NO;10/02/2026;;M;6000829455;SI;P. PRINCIPES;
Limpiezas y Servicios Esp. P.Transf.;455;;MOTOR;TESTIGO ACEITE;455-PP.TESTIGO ACEITE PARPADEA;NO;10/02/2026;;M;6000829456;SI;P. PRINCIPES;
BARREDORA MEDIANA;553;;SISTEMA;CEPILLO;CEPILLOS GASTADOS;NO;10/02/2026;;M;6000829457;SI;P. PRINCIPES;
BARREDORA MEDIANA;558;;SISTEMA;CEPILLO;558 CEPILLOS GASTADOS;NO;10/02/2026;;M;6000829465;SI;P. PRINCIPES;
HIDROLIMPIADORES;749;;MOTOR;TESTIGO FRENO;749-PN TESTIGO DE FRENO EN CUADRO;NO;10/02/2026;;M;6000829490;;P. NORTE;
HIDROLIMPIADORES;749;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;749-PN PUERTA LATERAL DESCOLGADA;NO;10/02/2026;;M;6000829489;;P. NORTE;
BRIGADAS;1404;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1404_JT_GEMELA DERCH VACIA;NO;10/02/2026;;M;6000829629;;P. NORTE;
BRIGADAS;1405;;MOTOR;NO ARRANCA;1405 PT. NO ARRANCA;NO;10/02/2026;;M;6000829648;;P. TORNEO;
BARREDORA MEDIANA;1562;;SISTEMA;GRUA;1562 SERVICIO DE GRUA;NO;10/02/2026;;M;6000829516;;P. TORNEO;
BARREDORA MEDIANA;1562;;HIDRAULICA;PERDIDA DE HIDRÁULICO;1562 PT. PERDIDA HIDRAULICO CEPILLO;NO;10/02/2026;;M;6000829601;;P. TORNEO;
HIDROLIMPIADORES;1711;;MOTOR;TESTIGO EN CUADRO;1710 GAR_ CAMPAÑA FORD;NO;10/02/2026;;M;6000829532;;P. TORNEO;
MOTOCARROS;1814;;LUCES;INTERMITENTE;1814-PN INTERMIRENCIAS NO FUNCIONAN;NO;10/02/2026;;M;6000829492;;P. NORTE;
MOTOCARROS;1814;;LUCES;INTERMITENTE;1814-PN TULIPA INTERMITENTE DELANTERO;NO;10/02/2026;;M;6000829493;;P. NORTE;
MOTOCARROS;1830;;MOTOR;BATERIA;1830.TM.CABLE DE CARGA ROTO;NO;10/02/2026;;M;6000829578;;P. TORNEO;
MOTOCARROS;1832;;MOTOR;BATERIA;1832.TM.CABLE DE CARGA ROTO;NO;10/02/2026;;M;6000829576;;P. TORNEO;
MOTOCARROS;1838;;MOTOR;BATERIA;1838.TM.CABLE DE CARGA ROTO;NO;10/02/2026;;M;6000829575;;P. TORNEO;
MOTOCARROS;1839;;MOTOR;BATERIA;1839.TM.CABLE DE CARGA ROTO;NO;10/02/2026;;M;6000829574;;P. TORNEO;
BRIGADAS;465;;LIMPIEZA;LIMPIEZA INTERIOR;465 LAVADOS;NO;10/02/2026;;M;6000829582;;P. TORNEO;
BARREDORA MEDIANA;544;;SISTEMA;CEPILLO;544 PT. CEPILLOS CORTOS;NO;10/02/2026;;M;6000829614;;P. TORNEO;
BARREDORA MEDIANA;546;;SISTEMA;BARRA RIEGO;GAR_546 HUMECTACIÓN DE CHICLÉS NO FUNC.;NO;10/02/2026;;M;6000829599;;P. TORNEO;
BARREDORA PEQUEÑA ;586;;HIDRAULICA;PERDIDA DE HIDRÁULICO;586 PT. PERDIDA HIDRAULICO POR CEPILLO;NO;10/02/2026;;M;6000829653;;P. TORNEO;
BRIGADAS;407;;LUCES;GALIBO;407.TM.TULIPA GALIBO TRAS. DER. ROTA;NO;09/02/2026;;M;6000829294;SI;P. TORNEO;L05
BRIGADAS;407;;LUCES;GALIBO;407.TM.LUZ GALIBO TRAS. IZQ DESCOLGADA;NO;09/02/2026;;M;6000829293;SI;P. TORNEO;L05
BRIGADAS;576;;MANTENIMIENTO;ITV;576 SERVICIO GRUA (P.NORTE-P.TORNEO);NO;09/02/2026;;M;6000829323;SI;P. TORNEO;L05
BRIGADAS;584;;MANTENIMIENTO;ITV;584 SERVICIO GRUA (TORNEO-ITV-TORNEO);NO;09/02/2026;;M;6000829325;SI;P. TORNEO;L06
BRIGADAS;1405;;MOTOR;NO ARRANCA;1405 NO ARRANCA;NO;09/02/2026;;M;6000829271;SI;P. TORNEO;L06
BRIGADAS;1405;;SISTEMA;NO DESCARGA / NO BASCULA;1405. NO BASCULA;NO;09/02/2026;;M;6000829368;SI;P. TORNEO;L06
BARREDORA MEDIANA;1550;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1550-PN-ESTRIBO IZQ DOBLADO;NO;09/02/2026;;M;6000829267;SI;P. NORTE;L05
BARREDORA PEQUEÑA ;1590;;LUCES;INTERMITENTE;1590-PN INTERMITENTES TRASEROS NO;NO;09/02/2026;;M;6000829290;SI;P. NORTE;L06
HIDROLIMPIADORES;1712;;SISTEMA;PISTOLA;1712_TT_PISTOLA NO FUNCIONA;NO;09/02/2026;;T;6000829405;SI;P. TORNEO;L06
BRIGADAS;465;;LUCES;GALIBO;465 LUCES GALIBO TRASERAS PARTIDAS;NO;09/02/2026;;M;6000829327;SI;P. TORNEO;L05
BARREDORA MEDIANA;543;;SISTEMA;CEPILLO;543.TN-AJUSTAR CEPILLOS;NO;09/02/2026;;N;6000829190;SI;P. TORNEO;L06
BARREDORA MEDIANA;546;;SISTEMA;HUMECTACIÓN;546.TN-FALLO HUMECTACION;NO;09/02/2026;;N;6000829191;SI;P. TORNEO;L06
BARREDORA MEDIANA;548;;SISTEMA;CEPILLO;548.TN-CEPILLOS CORTOS;NO;09/02/2026;;N;6000829192;SI;P. TORNEO;L06
BARREDORA MEDIANA;549;;CABINA;BOTONERA;549.TN-JOUSTICK MAL MONTADO;NO;09/02/2026;;N;6000829193;SI;P. TORNEO;L05
BARREDORA MEDIANA;550;;SISTEMA;CARRETE / PERTIGA / PISTOLA;550.TN-PERTIGA SIN PRESION;NO;09/02/2026;;N;6000829194;SI;P. TORNEO;L06
BARREDORA MEDIANA;550;;SISTEMA;CEPILLO;550.TM.CEPILLOS GASTADOS.;NO;09/02/2026;;M;6000829303;SI;P. TORNEO;L06
BARREDORA MEDIANA;559;;LUCES;FOCO TRABAJO ;559.TN-FOCO TRABAJO NO FUNCIONA;NO;09/02/2026;;N;6000829202;SI;P. TORNEO;L06
BARREDORA MEDIANA;559;;SISTEMA;CEPILLO;559-PN CEPILLOS GASTADOS;NO;09/02/2026;;M;6000829348;SI;P. NORTE;L06
